dim1,dim2,Cluster,clustered,topic_labels,topic_words,Language,topic_nr,top_word
1.4981928,14.233262,2,True,sk_1,"['migrant', 'veľa', 'utecenecku', 'svet', 'unhcr', 'utecencov', 'eu']",sk,1,utecencov
2.2071435,9.975744,1,True,sk_2,"['migrant', 'veľa', 'utecenecku', 'svet', 'unhcr', 'utecencov', 'eu']",sk,2,utecencov
-1.519026,6.7899256,0,True,sk_3,"['migrant', 'utecenecku', 'veľa', 'unhcr', 'eu', 'svet', 'utecencov']",sk,3,utecencov
-1.4661947,6.752645,0,True,sk_4,"['migrant', 'utecenecku', 'veľa', 'svet', 'unhcr', 'eu', 'utecencov']",sk,4,utecencov
-2.6793835,5.849315,0,True,sv_0,"['fn', 'migration', 'fora', 'sverige', 'skriva', 'pa', 'global', 'migrationsavtal', 'avtal', 'mota', 'compact', 'regering', 'migrationsramverk', 'migrationspakt', 'fns', 'mede', 'om', 'medium', 'ny', 'lofven']",sv,0,migrationsavtal
2.572715,10.967069,1,True,sv_1,"['pa', 'fora', 'mycken', 'unhcr', 'sverige', 'ar', 'miljard', 'hel', 'toa', 'peng', 'kana', 'mede', 'till', 'vi', 'villa', 'hjalpa', 'invandring', 'budget', 'miljon', 'plats']",sv,1,miljard
-2.3793616,7.6329436,0,True,sv_2,"['fn', 'mana', 'asyl', 'skola', 'flyktingkonvention', 'kana', 'sverige', 'ratta', 'konvention', 'asylratten', 'flykting', 'soka', 'manskliga', 'att', 'rattigheter', 'landa', 'skalle', 'villa', 'stare', 'vi']",sv,2,rattigheter
2.989243,9.299558,-1,False,sv_3,"['pa', 'och', 'lander', 'all', 'fara', 'svensk', 'mena', 'fran', 'folk', 'finna', 'nara', 'via', 'mången', 'nyhet', 'invandrare', 'se', 'gara', 'gor', 'tala', 'gora']",sv,3,mången
-1.8598721,7.65004,0,True,sv_4,"['fn', 'flykting', 'svpol', 'migrant', 'mången', 'migpol', 'europa', 'eu', 'villa', 'skola', 'pa', 'in', 'ny', 'ekonomisk', 'maste', 'varldens', 'sager', 'varfor', 'flyktingkrisen', 'varlden']",sv,4,ekonomisk
3.163969,9.480342,-1,False,sv_5,"['och', 'nia', 'mota', 'eu', 'barn', 'all', 'stoppa', 'migrationsverket', 'kana', 'kriga', 'afghanistan', 'politiker', 'rosta', 'ensamkommande', 'utvisa', 'lägga', 'styra', 'besluta', 'radda', 'toa']",sv,5,ensamkommande
-2.5368013,5.485787,0,True,sv_6,"['fora', 'fn', 'mede', 'ar', 'sverige', 'av', 'all', 'skola', 'eu', 'böra', 'betala', 'sd', 'dela', 'till', 'via', 'ho', 'man', 'ansvar', 'invandring', 'bo']",sv,6,sverige
0.70161456,13.98959,2,True,sv_7,"['ar', 'att', 'den', 'en', 'som', 'fora', 'skola', 'fn', 'mede', 'vada', 'inte', 'sverige', 'fa', 'bar', 'man', 'varfor', 'nagot', 'gor', 'nara', 'sager']",sv,7,varfor
1.5337206,13.323,2,True,sv_8,"['ar', 'dua', 'ha', 'jaga', 'mena', 'en', 'som', 'manga', 'asylskal', 'riktig', 'bar', 'da', 'veta', 'inte', 'finna', 'enl', 'tro', 'nara', 'endast', 'fran']",sv,8,endast
0.07451036,8.427174,0,True,sv_9,"['unhcr', 'flykting', 'fran', 'over', 'manniskor', 'varlden', 'miljon', 'flyktingorgan', 'flyktinglager', 'syrien', 'flykta', 'via', 'per', 'asylsokande', 'medelhavet', 'sluta', 'fly', 'se', 'grekland', 'antal']",sv,9,asylsokande
